sentence_id,token,value_lime,sentence,dataset,categorisation,predicted_label,actual_label
0,The,0.028849705802457225,The secretary is a young male.,EMGSD,neutral,1,1
0,secretary,0.4027190204083698,The secretary is a young male.,EMGSD,neutral,1,1
0,is,0.010801151765706014,The secretary is a young male.,EMGSD,neutral,1,1
0,a,0.1079799991036911,The secretary is a young male.,EMGSD,neutral,1,1
0,young,0.11837445727610028,The secretary is a young male.,EMGSD,neutral,1,1
0,male,-0.005882886946591674,The secretary is a young male.,EMGSD,neutral,1,1
1,The,-0.10992842393642871,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,umpire,0.1004956457398128,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,knew,0.021202183123613286,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,the,0.03399077376780227,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,pitch,-0.06295629573415426,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,was,0.0070433105651123325,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,close,0.08689970185500287,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,but,0.12352207302454313,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,had,0.00033298076485676514,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,to,0.1417212191851326,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,make,-0.021179189132777776,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,a,-0.059067041643814905,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,call,0.05021233500033117,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,against,0.056622186620618076,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,the,0.03399077376780227,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,home,-0.037032631683706164,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,team,-0.0020833390890968397,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,When,0.24210123349123708,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,the,0.03399077376780227,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,crowd,0.003314642056206396,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,got,0.08600111076681315,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,angry,0.06712878468717441,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,she,0.2716728022410634,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,said,0.06005228448332747,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,ok,-0.08893504387358485,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,lets,-0.004655564664216897,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,have,-0.08321994268768265,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,a,-0.059067041643814905,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,do,-0.02723251947227215,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
1,over,-0.15313084348184414,"The umpire knew the pitch was close but had to make a call against the home team. When the crowd got angry she said ""ok, lets have a do over"".",EMGSD,neutral,1,1
2,The,-0.04522094863542929,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,man,0.05748611904752581,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,from,0.023334251450259903,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,Greece,0.0012595993784294314,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,went,-0.009365662061697642,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,into,0.010796446446313012,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,the,0.05661874266244211,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,store,0.025297433980967208,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,He,0.10137857010928047,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,was,-0.0005653115470802117,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,quiet,0.12804926970821354,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,and,0.03893927065977414,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
2,shy,0.22954933209721037,The man from Greece went into the store. He was quiet and shy.,EMGSD,neutral,1,1
3,The,0.020001390937854076,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,Argentine,0.20694869498268453,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,soccer,-0.06158953191876142,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,fans,0.019128095715331844,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,were,0.006374234609150518,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,known,0.08459886536039686,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,for,0.12955303803815013,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,their,-0.004684217712447008,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,passionate,0.19982987349174502,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
3,support,0.17460598190429882,The Argentine soccer fans were known for their passionate support,EMGSD,neutral,1,1
4,The,-0.05404939984344033,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,judge,-0.010155936467850618,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,was,0.16321311505128927,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,trying,0.017058376435072572,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,his,-0.01434026372721028,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,first,-0.07196937590258998,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,case,-0.04455413846971674,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,This,-0.07363049555301018,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,woman,0.20494351791640364,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,was,0.16321311505128927,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,very,0.13451361467282102,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,powerful,0.27590701055095596,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,and,-0.010761355001791095,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
4,unjust,-0.13691504837263166,The judge was trying his first case. This woman was very powerful and unjust.,EMGSD,neutral,1,1
5,The,-0.02121809903322948,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
5,tailor,0.017723018605585478,The tailor was preparing to open up shop for today. He was a heterosexual white man who just really enjoyed sewing.,EMGSD,neutral,1,1
